iter	Passed	Remaining
193	38917	261988
194	39117	261788
195	39318	261585
196	39597	261908
197	39845	262017
198	40117	262272
199	40359	262336
200	40529	261930
201	40784	262069
202	40979	261822
203	41179	261612
204	41398	261519
205	41625	261473
206	41831	261295
207	42056	261234
208	42238	260909
209	42433	260663
210	42660	260615
211	42851	260340
212	43045	260094
213	43243	259866
214	43461	259756
215	43656	259511
216	43932	259751
217	44187	259853
218	44441	259953
219	44660	259842
220	44841	259510
221	45036	259262
222	45241	259075
223	45451	258910
224	45646	258663
225	45847	258447
226	46132	258705
227	46369	258694
228	46585	258558
229	46781	258314
230	46981	258093
231	47206	258006
232	47401	257757
233	47603	257547
234	47786	257233
235	47938	256757
236	48134	256515
237	48357	256418
238	48529	256050
239	48702	255689
240	48908	255500
241	49108	255281
242	49242	254722
243	49416	254373
244	49622	254187
245	49787	253793
246	49966	253475
247	50124	253045
248	50204	252230
249	50366	251833
250	50525	251418
251	50682	250996
252	50785	250313
253	50973	250051
254	51155	249756
255	51382	249686
256	51584	249490
257	51775	249243
258	51971	249019
259	52162	248775
260	52354	248532
261	52548	248300
262	52716	247948
263	52817	247282
264	53046	247216
265	53278	247163
266	53498	247053
267	53695	246841
268	53944	246859
269	54211	246963
270	54470	247026
271	54643	246697
272	54839	246476
273	55036	246256
274	55258	246152
275	55463	245969
276	55644	245678
277	55804	245300
278	55926	244751
279	56173	244755
280	56388	244616
281	56600	244465
282	56791	244222
283	56997	244047
284	57230	243984
285	57496	244058
286	57768	244158
287	57994	244062
288	58205	243897
289	58279	243165
290	58493	243018
291	58710	242885
292	58892	242602
293	59098	242425
294	59304	242242
295	59485	241963
296	59679	241731
297	59758	241037
298	59960	240846
299	60211	240845
300	60493	240968
301	60635	240533
302	60796	240178
303	61012	240034
304	61168	239660
305	61336	239331
306	61660	239611
307	61959	239789
308	62240	239897
309	62339	239304
310	62544	239118
311	62783	239058
312	62984	238858
313	63196	238699
314	63402	238513
315	63558	238144
316	63649	237531
317	63865	237388
318	64074	237216
319	64263	236973
320	64505	236923
321	64712	236744
322	64908	236524
323	65109	236322
324	65322	236165
325	65504	235898
326	65745	235838
327	65892	235444
328	66123	235352
329	66336	235192
330	66544	235016
331	66722	234734
332	66906	234473
333	66984	233843
334	67177	233616
335	67384	233438
336	67579	233219
337	67769	232981
338	67954	232729
339	68151	232515
340	68356	232331
341	68544	232088
342	68741	231878
343	68870	231438
344	69061	231204
345	69205	230818
346	69371	230505
347	69607	230426
348	69809	230232
349	69998	229995
350	70214	229846
351	70494	229907
352	70783	229995
353	71028	229941
354	71250	229809
355	71351	229286
356	71544	229061
357	71776	228961
358	71942	228653
359	72116	228370
360	72321	228182
361	72539	228038
362	72756	227891
363	72916	227563
364	73044	227138
365	73232	226900
366	73421	226665
367	73605	226416
368	73821	226266
369	74025	226078
370	74209	225827
371	74431	225694
372	74642	225528
373	74899	225500
374	75123	225371
375	75362	225285
376	75620	225257
377	75864	225184
378	76072	225005
379	76255	224752
380	76558	224852
381	76803	224780
382	76982	224516
383	77209	224390
384	77452	224311
385	77663	224138
386	77862	223931
387	78056	223707
388	78250	223486
389	78423	223204
390	78602	222942
391	78769	222644
392	78992	222506
393	79240	222436
394	79506	222417
395	79677	222131
396	79922	222051
397	80176	221996
398	80305	221593
399	80484	221333
400	80667	221081
401	80850	220830
402	81067	220673
403	81287	220521
404	81498	220347
405	81697	220139
406	81910	219970
407	82129	219817
408	82283	219489
409	82452	219204
410	82665	219034
411	82848	218783
412	83076	218653
413	83260	218408
414	83414	218082
415	83571	217767
416	83770	217561
417	83962	217339
418	84181	217184
419	84544	217400
420	84821	217391
421	85030	217210
422	85217	216971
423	85443	216833
424	85658	216664
425	85899	216564
426	86085	216322
427	86275	216092
428	86465	215862
429	86659	215640
430	86861	215440
431	87076	215272
432	87289	215098
433	87521	214972
434	87733	214795
435	87896	214499
436	88102	214307
437	88288	214068
438	88462	213800
439	88660	213590
440	88871	213413
441	88966	212955
442	89053	212481
443	89241	212249
444	89472	212120
445	89676	211925
446	89875	211719
447	90023	211393
448	90172	211072
449	90386	210900
450	90574	210670
451	90802	210534
452	91023	210378
453	91185	210087
454	91384	209883
455	91600	209716
456	91826	209572
457	92034	209389
458	92277	209283
459	92667	209509
460	92893	209364
461	93132	209245
462	93328	209030
463	93553	208882
464	93758	208687
465	93940	208443
466	94154	208269
467	94354	208064
468	94561	207874
469	94797	207747
470	95036	207628
471	95215	207376
472	95396	207130
473	95581	206892
474	95840	206814
475	96037	206601
476	96216	206350
477	96436	206187
478	96662	206037
479	96893	205898
480	97128	205767
481	97304	205511
482	97528	205355
483	97778	205254
484	98066	205231
485	98329	205156
486	98619	205135
487	98868	205029
488	99108	204905
489	99375	204834
490	99617	204712
491	99868	204609
492	100106	204476
493	100308	204271
494	100550	204148
495	100745	203929
496	101036	203902
497	101313	203848
498	101561	203733
499	101687	203374
500	101900	203190
501	102095	202970
502	102303	202775
503	102495	202551
504	102731	202411
505	102935	202210
506	103159	202045
507	103350	201819
508	103534	201577
509	103732	201362
510	103905	201100
511	104102	200884
512	104320	200710
513	104483	200430
514	104695	200242
515	104865	199976
516	105066	199769
517	105270	199567
518	105491	199398
519	105618	199050
520	105753	198718
521	105965	198532
522	106177	198346
523	106364	198114
524	106536	197854
525	106738	197648
526	106902	197373
527	107096	197155
528	107315	196981
529	107511	196765
530	107684	196508
531	107874	196282
532	108070	196067
533	108398	196092
534	108630	195941
535	108809	195694
536	109059	195576
537	109242	195336
538	109418	195086
539	109604	194853
540	109842	194711
541	110083	194575
542	110337	194461
543	110550	194276
544	110783	194125
545	110995	193937
546	111205	193744
547	111376	193485
548	111564	193256
549	111776	193068
550	111951	192815
551	112156	192616
552	112364	192421
553	112591	192259
554	112811	192084
555	113038	191922
556	113216	191675
557	113424	191480
558	113653	191319
559	113859	191120
560	114102	190983
561	114297	190766
562	114485	190538
563	114675	190311
564	114880	190112
565	115115	189961
566	115330	189777
567	115443	189424
568	115649	189226
569	115837	188998
570	116050	188811
571	116260	188618
572	116467	188420
573	116667	188213
574	116851	187978
575	116987	187666
576	117215	187504
577	117393	187261
578	117668	187172
579	117935	187070
580	118146	186879
581	118304	186604
582	118540	186451
583	118722	186215
584	118868	185922
585	119096	185757
586	119300	185555
587	119520	185377
588	119721	185172
589	119873	184889
590	120083	184697
591	120289	184497
592	120485	184283
593	120727	184140
594	120917	183916
595	121047	183602
596	121256	183407
597	121469	183220
598	121640	182968
599	121870	182805
600	122086	182621
601	122322	182467
602	122550	182301
603	122764	182114
604	122958	181897
605	123175	181713
606	123356	181477
607	123556	181270
608	123780	181098
609	123986	180899
610	124319	180884
611	124528	180687
612	124758	180523
613	124993	180365
614	125196	180160
615	125423	179991
616	125623	179782
617	125800	179540
618	126030	179374
619	126195	179116
620	126418	178939
621	126729	178888
622	127031	178823
623	127313	178728
624	127529	178541
625	127816	178453
626	128100	178360
627	128344	178211
628	128613	178096
629	128893	177995
630	129107	177803
631	129312	177600
632	129500	177372
633	129726	177196
634	129907	176960
635	130122	176770
636	130327	176566
637	130521	176347
638	130703	176112
639	130924	175929
640	131107	175696
641	131310	175489
642	131511	175280
643	131719	175081
644	131892	174833
645	132091	174622
646	132259	174370
647	132478	174184
648	132699	174001
649	132885	173773
650	133087	173565
651	133305	173378
652	133485	173142
653	133670	172913
654	133862	172692
655	134091	172519
656	134305	172327
657	134495	172105
658	134664	171855
659	134782	171541
660	134973	171319
661	135161	171095
662	135393	170926
663	135606	170733
664	135787	170499
665	135953	170248
666	136112	169987
667	136317	169784
668	136531	169593
669	136795	169463
670	137018	169282
671	137195	169044
672	137401	168843
673	137574	168600
674	137790	168410
675	137995	168207
676	138209	168014
677	138409	167806
678	138601	167587
679	138969	167580
680	139212	167422
681	139439	167245
682	139655	167055
683	139894	166891
684	140212	166822
685	140419	166620
686	140642	166436
687	140834	166217
688	141036	166009
689	141276	165845
690	141447	165602
691	141610	165348
692	141760	165080
693	141946	164853
694	142171	164673
695	142323	164407
696	142511	164184
697	142664	163920
698	142920	163776
699	143154	163604
700	143397	163444
701	143611	163250
702	143779	163004
703	143921	162729
704	144091	162486
705	144190	162163
706	144339	161897
707	144496	161640
708	144631	161359
709	144843	161164
710	145077	160993
711	145301	160811
712	145542	160648
713	145851	160559
714	146086	160388
715	146331	160228
716	146512	159998
717	146711	159788
718	146894	159561
719	147019	159270
720	147159	158997
721	147362	158792
722	147562	158584
723	147655	158260
724	147757	157947
725	147948	157729
726	148153	157528
727	148344	157310
728	148531	157088
729	148716	156865
730	148921	156662
731	149122	156456
732	149330	156257
733	149462	155978
734	149655	155764
735	149769	155466
736	150000	155292
737	150162	155046
738	150311	154786
739	150526	154594
740	150724	154385
741	150946	154201
742	151169	154017
743	151360	153802
744	151577	153612
745	151782	153410
746	151994	153215
747	152203	153017
748	152406	152813
749	152526	152526
750	152695	152288
751	152920	152106
752	153141	151920
753	153312	151685
754	153493	151460
755	153711	151271
756	153907	151061
757	154132	150879
758	154340	150680
759	154549	150482
760	154729	150256
761	154933	150053
762	155240	149950
763	155466	149768
764	155637	149533
765	155858	149347
766	156028	149111
767	156246	148922
768	156402	148673
769	156597	148462
770	156818	148275
771	157040	148089
772	157280	147920
773	157456	147691
774	157662	147490
775	157851	147274
776	158086	147099
777	158276	146884
778	158448	146651
779	158594	146394
780	158747	146145
781	158953	145944
782	159142	145728
783	159345	145524
784	159548	145321
785	159773	145137
786	159967	144926
787	160163	144716
788	160392	144535
789	160568	144308
790	160755	144090
791	160937	143868
792	161113	143641
793	161321	143441
794	161543	143255
795	161738	143045
796	161947	142846
797	162139	142633
798	162343	142431
799	162547	142229
800	162759	142033
801	162978	141844
802	163213	141668
803	163476	141517
804	163762	141384
805	163984	141197
806	164168	140977
807	164376	140778
808	164554	140552
809	164745	140338
810	164927	140116
811	165149	139929
812	165312	139691
813	165525	139497
814	165702	139271
815	165974	139125
816	166214	138952
817	166374	138713
818	166614	138540
819	166902	138407
820	167128	138222
821	167347	138030
822	167605	137872
823	167832	137687
824	168044	137491
825	168231	137273
826	168434	137069
827	168587	136824
828	168784	136615
829	168951	136382
830	169136	136164
831	169371	135985
832	169588	135792
833	169787	135585
834	169997	135387
835	170216	135195
836	170513	135066
837	170761	134897
838	170961	134691
839	171166	134487
840	171345	134265
841	171561	134070
842	171780	133879
843	171994	133682
844	172213	133490
845	172382	133260
846	172584	133054
847	172773	132839
848	172954	132618
849	173178	132430
850	173382	132227
851	173604	132037
852	173775	131808
853	174002	131622
854	174194	131409
855	174418	131221
856	174632	131025
857	174835	130821
858	175053	130627
859	175262	130427
860	175472	130228
861	175659	130012
862	175802	129763
863	176045	129588
864	176214	129359
865	176406	129147
866	176612	128945
867	176817	128742
868	177003	128526
869	177212	128326
870	177461	128155
871	177644	127936
872	177836	127724
873	178019	127506
874	178202	127287
875	178402	127081
876	178611	126881
877	178730	126617
878	178943	126420
879	179162	126228
880	179317	125990
881	179511	125780
882	179700	125566
883	179924	125377
884	180127	125173
885	180339	124975
886	180553	124779
887	180787	124596
888	181029	124419
889	181234	124216
890	181451	124022
891	181664	123824
892	181918	123655
893	182160	123477
894	182368	123277
895	182551	123059
896	182877	122937
897	183094	122742
898	183327	122558
899	183525	122350
900	183736	122150
901	183953	121956
902	184152	121748
903	184314	121516
904	184499	121300
905	184689	121087
906	184863	120864
907	185059	120655
908	185268	120455
909	185480	120256
910	185711	120070
911	185916	119867
912	186075	119634
913	186246	119409
914	186428	119192
915	186669	119012
916	186859	118799
917	187044	118583
918	187294	118409
919	187583	118259
920	187812	118071
921	187993	117852
922	188241	117676
923	188433	117465
924	188636	117260
925	188854	117065
926	189059	116862
927	189273	116664
928	189550	116505
929	189766	116308
930	189979	116109
931	190192	115911
932	190404	115711
933	190619	115514
934	190868	115337
935	191133	115169
936	191494	115060
937	191761	114893
938	192027	114725
939	192248	114531
940	192449	114324
941	192657	114122
942	192827	113897
943	193033	113693
944	193235	113487
945	193458	113294
946	193626	113068
947	193798	112844
948	193999	112638
949	194195	112428
950	194381	112213
951	194586	112010
952	194792	111806
953	194950	111575
954	195148	111367
955	195370	111173
956	195570	110966
957	195764	110755
958	195968	110551
959	196170	110346
960	196357	110131
961	196567	109930
962	196751	109714
963	196956	109511
964	197130	109289
965	197333	109085
966	197526	108874
967	197732	108670
968	197931	108464
969	198091	108235
970	198316	108042
971	198529	107842
972	198708	107625
973	198933	107432
974	199185	107253
975	199342	107024
976	199580	106837
977	199863	106675
978	199986	106427
979	200237	106248
980	200467	106057
981	200647	105840
982	200834	105627
983	200971	105387
984	201172	105181
985	201452	105016
986	201760	104866
987	201971	104665
988	202293	104521
989	202505	104321
990	202735	104129
991	202951	103930
992	203201	103749
993	203408	103546
994	203561	103315
995	203751	103103
996	203982	102911
997	204274	102751
998	204532	102573
999	204799	102399
1000	205015	102200
1001	205191	101981
1002	205382	101769
1003	205577	101560
1004	205792	101360
1005	205993	101153
1006	206208	100954
1007	206414	100750
1008	206616	100543
1009	206796	100326
1010	206947	100096
1011	207091	99862
1012	207281	99650
1013	207466	99436
1014	207647	99220
1015	207725	98955
1016	207930	98751
1017	208134	98546
1018	208353	98349
1019	208556	98144
1020	208783	97950
1021	208972	97738
1022	209203	97546
1023	209416	97345
1024	209611	97137
1025	209835	96941
1026	210077	96754
1027	210301	96558
1028	210489	96346
1029	210693	96141
1030	210896	95936
1031	211132	95745
1032	211329	95538
1033	211541	95337
1034	211764	95140
1035	211912	94910
1036	212134	94713
1037	212324	94502
1038	212516	94292
1039	212760	94105
1040	213090	93956
1041	213265	93738
1042	213490	93542
1043	213712	93345
1044	213901	93134
1045	214093	92923
1046	214298	92719
1047	214512	92518
1048	214706	92309
1049	214911	92104
1050	215131	91906
1051	215317	91694
1052	215478	91470
1053	215659	91256
1054	215868	91053
1055	216083	90853
1056	216350	90674
1057	216562	90473
1058	216856	90305
1059	217088	90112
1060	217254	89891
1061	217434	89676
1062	217606	89458
1063	217850	89269
1064	218068	89070
1065	218267	88863
1066	218450	88649
1067	218634	88436
1068	218809	88219
1069	219020	88017
1070	219188	87798
1071	219395	87594
1072	219600	87389
1073	219813	87188
1074	219988	86972
1075	220182	86763
1076	220362	86548
1077	220563	86343
1078	220745	86129
1079	220938	85920
1080	221129	85710
1081	221299	85492
1082	221497	85285
1083	221642	85058
1084	221862	84859
1085	222016	84636
1086	222186	84418
1087	222348	84198
1088	222545	83991
1089	222758	83790
1090	222890	83558
1091	223176	83384
1092	223382	83181
1093	223615	82987
1094	223860	82797
1095	224047	82586
1096	224212	82367
1097	224361	82143
1098	224569	81940
1099	224755	81729
1100	224897	81502
1101	225079	81290
1102	225241	81070
1103	225394	80848
1104	225562	80631
1105	225769	80427
1106	225967	80221
1107	226178	80019
1108	226438	79835
1109	226712	79655
1110	226942	79460
1111	227246	79290
1112	227771	79198
1113	228098	79036
1114	228407	78867
1115	228701	78692
1116	228904	78487
1117	229197	78312
1118	229489	78137
1119	229739	77947
1120	230171	77818
1121	230607	77691
1122	230833	77492
1123	231119	77313
1124	231363	77121
1125	231682	76953
1126	231881	76745
1127	232088	76539
1128	232284	76330
1129	232453	76113
1130	232646	75903
1131	232832	75691
1132	233034	75484
1133	233216	75270
1134	233369	75048
1135	233584	74845
1136	233810	74646
1137	234061	74455
1138	234362	74279
1139	234559	74071
1140	234771	73867
1141	234971	73659
1142	235188	73457
1143	235363	73242
1144	235569	73036
1145	235782	72833
1146	235986	72626
1147	236162	72412
1148	236304	72187
1149	236477	71971
1150	236663	71759
1151	236821	71539
1152	237010	71329
1153	237170	71110
1154	237395	70910
1155	237581	70698
1156	237761	70486
1157	237963	70279
1158	238159	70070
1159	238380	69870
1160	238578	69662
1161	238748	69446
1162	238942	69237
1163	239087	69014
1164	239266	68802
1165	239531	68613
1166	239715	68401
1167	239855	68178
1168	240049	67969
1169	240247	67762
1170	240442	67553
1171	240634	67344
1172	240843	67140
1173	241048	66935
1174	241182	66710
1175	241357	66496
1176	241526	66281
1177	241730	66075
1178	241895	65859
1179	242094	65652
1180	242269	65439
1181	242479	65235
1182	242650	65021
1183	242800	64801
1184	243052	64608
1185	243254	64403
1186	243429	64189
1187	243661	63991
1188	243854	63783
1189	244021	63568
1190	244219	63361
1191	244422	63156
1192	244601	62944
1193	244780	62732
1194	244980	62526
1195	245093	62298
1196	245259	62083
1197	245423	61868
1198	245633	61664
1199	245794	61448
1200	245993	61242
1201	246180	61032
1202	246382	60827
1203	246545	60612
1204	246743	60406
1205	246955	60203
1206	247106	59985
1207	247277	59772
1208	247461	59562
1209	247660	59356
1210	247834	59144
1211	247964	58922
1212	248142	58711
1213	248337	58504
1214	248510	58292
1215	248689	58082
1216	248880	57874
1217	249063	57665
1218	249239	57453
1219	249402	57239
1220	249536	57019
1221	249751	56817
1222	249968	56615
1223	250162	56409
1224	250367	56205
1225	250548	55995
1226	250731	55786
1227	250941	55583
1228	251160	55382
1229	251384	55181
1230	251636	54988
1231	251876	54791
1232	252136	54598
1233	252383	54403
1234	252558	54192
1235	252734	53982
1236	252909	53771
1237	253078	53559
1238	253303	53359
1239	253523	53158
1240	253717	52951
1241	253893	52741
1242	254074	52531
1243	254404	52353
1244	254600	52147
1245	254806	51942
1246	254989	51734
1247	255164	51523
1248	255374	51320
1249	255569	51113
1250	255708	50896
1251	255932	50695
1252	256167	50497
1253	256420	50302
1254	256688	50110
1255	256889	49905
1256	257086	49699
1257	257273	49491
1258	257458	49283
1259	257642	49074
1260	257896	48879
1261	258081	48671
1262	258295	48468
1263	258487	48261
1264	258756	48069
1265	258920	47857
1266	259073	47643
1267	259277	47438
1268	259438	47226
1269	259604	47014
1270	259817	46812
1271	260022	46607
1272	260200	46398
1273	260455	46203
1274	260672	46000
1275	260862	45794
1276	261057	45587
1277	261197	45372
1278	261329	45155
1279	261501	44945
1280	261699	44740
1281	261888	44533
1282	262057	44323
1283	262224	44112
1284	262431	43908
1285	262591	43697
1286	262753	43486
1287	262903	43272
1288	263151	43076
1289	263352	42871
1290	263547	42665
1291	263720	42456
1292	263895	42247
1293	264121	42047
1294	264320	41842
1295	264544	41641
1296	264744	41436
1297	264964	41234
1298	265178	41032
1299	265353	40823
1300	265560	40619
1301	265762	40415
1302	265954	40209
1303	266150	40004
1304	266338	39797
1305	266496	39586
1306	266685	39380
1307	266879	39174
1308	267067	38968
1309	267228	38758
1310	267399	38549
1311	267584	38342
1312	267770	38136
1313	267982	37933
1314	268162	37726
1315	268345	37519
1316	268564	37317
1317	268774	37114
1318	269011	36915
1319	269259	36717
1320	269488	36516
1321	269751	36320
1322	269987	36120
1323	270176	35914
1324	270394	35712
1325	270603	35509
1326	270773	35300
1327	270934	35090
1328	271128	34885
1329	271344	34683
1330	271532	34477
1331	271693	34267
1332	271823	34054
1333	272013	33848
1334	272224	33645
1335	272379	33435
1336	272550	33227
1337	272766	33025
1338	272921	32815
1339	273070	32605
1340	273227	32396
1341	273375	32185
1342	273526	31975
1343	273675	31765
1344	273874	31561
1345	274080	31358
1346	274250	31150
1347	274355	30936
1348	274561	30732
1349	274750	30527
1350	274914	30319
1351	275119	30116
1352	275265	29906
1353	275463	29702
1354	275658	29498
1355	275848	29293
1356	276052	29090
1357	276237	28884
1358	276385	28675
1359	276510	28464
1360	276696	28259
1361	276889	28054
1362	277082	27850
1363	277246	27643
1364	277428	27437
1365	277582	27229
1366	277713	27019
1367	277930	26817
1368	278116	26613
1369	278304	26408
1370	278525	26207
1371	278708	26001
1372	278904	25798
1373	279101	25594
1374	279288	25389
1375	279493	25186
1376	279660	24980
1377	279858	24777
1378	280022	24570
1379	280300	24373
1380	280520	24172
1381	280719	23968
1382	280901	23763
1383	281049	23556
1384	281247	23352
1385	281351	23141
1386	281547	22937
1387	281736	22733
1388	281935	22530
1389	282143	22327
1390	282335	22124
1391	282540	21921
1392	282724	21716
1393	282927	21513
1394	283097	21308
1395	283339	21108
1396	283517	20903
1397	283672	20697
1398	283856	20492
1399	284070	20290
1400	284261	20086
1401	284453	19883
1402	284642	19679
1403	284839	19476
1404	285028	19272
1405	285212	19068
1406	285413	18865
1407	285604	18661
1408	285827	18460
1409	286038	18257
1410	286250	18055
1411	286431	17851
1412	286650	17649
1413	287008	17455
1414	287312	17259
1415	287553	17058
1416	287743	16854
1417	287983	16653
1418	288172	16449
1419	288417	16248
1420	288599	16044
1421	288723	15837
1422	288964	15636
1423	289135	15431
1424	289330	15227
1425	289611	15028
1426	289895	14829
1427	290188	14631
1428	290397	14428
1429	290591	14224
1430	290764	14020
1431	290966	13816
1432	291152	13612
1433	291345	13409
1434	291539	13205
1435	291734	13002
1436	291909	12797
1437	292111	12594
1438	292322	12391
1439	292510	12187
1440	292716	11984
1441	292907	11781
1442	293083	11577
1443	293320	11375
1444	293482	11170
1445	293689	10967
1446	293868	10763
1447	294037	10559
1448	294211	10355
1449	294410	10152
1450	294612	9949
1451	294817	9746
1452	295018	9542
1453	295210	9339
1454	295371	9135
1455	295555	8931
1456	295731	8727
1457	295903	8523
1458	296091	8320
1459	296273	8117
1460	296461	7913
1461	296589	7708
1462	296805	7506
1463	296959	7302
1464	297161	7099
1465	297342	6896
1466	297547	6693
1467	297712	6489
1468	297877	6286
1469	298060	6082
1470	298328	5881
1471	298496	5677
1472	298678	5474
1473	298865	5271
1474	299063	5068
1475	299275	4866
1476	299437	4662
1477	299600	4459
1478	299795	4256
1479	300008	4054
1480	300173	3850
1481	300335	3647
1482	300519	3444
1483	300682	3241
1484	300875	3039
1485	301092	2836
1486	301228	2633
1487	301441	2430
1488	301668	2228
1489	301843	2025
1490	302068	1823
1491	302239	1620
1492	302437	1417
1493	302628	1215
1494	302801	1012
1495	302989	810
1496	303154	607
1497	303348	405
1498	303545	202
1499	303670	0
